rowid;name;part_sp;rate_abs;page_resp
787;вести;дієсл.;891;16
788;окрім;прийм.;891;16
789;чотири;числ.;891;16
790;бажання;ім. с. р.;890;16
791;власник;ім. ч. р.;890;16
792;загроза;ім. ж. р.;889;16
793;підтримувати;дієсл.;888;16
794;зустріч;ім. ж. р.;887;16
795;підприємець;ім. ч. р.;887;16
796;кращий;прикметник;885;16
797;постійний;прикметник;882;16
798;перти;дієсл.;879;16
799;успіх;ім. ч. р.;877;16
800;величезний;прикметник;876;16
801;природний;прикметник;874;17
802;існування;ім. с. р.;872;17
803;академія;ім. ж. р.;871;17
804;Краще;прислівн.;868;17
805;об'єднання;ім. с. р.;868;17
806;голова;ім. ж. р.;867;17
807;простий;прикметник;867;17
808;здійснення;ім. с. р.;866;17
809;медичний;прикметник;866;17
810;чимало;прислівн.;861;17
811;вирішення;ім. с. р.;860;17
812;війнути;ім. ж. р.;860;17
813;постійно;прислівн.;860;17
814;стверджувати;дієсл.;860;17
815;показати;дієсл.;859;17
816;музей;ім. ч. р.;858;17
817;мережа;ім. ж. р.;857;17
818;поставити;дієсл.;857;17
819;це;займ.-прикм.;856;17
820;господарство;ім. с. р.;855;17
821;література;ім. ж. р.;854;17
822;очевидно;прислівн.;854;17
823;виникати;дієсл.;853;17
824;пункт;ім. ч. р.;853;17
825;спрямований;прикметник;850;17
826;срср;;849;17
827;точка;ім. ж. р.;848;17
828;п'ять;числ.;847;17
829;подібний;прикметник;846;17
830;продовжувати;дієсл.;844;17
831;співробітництво;ім. с. р.;843;17
832;наявність;ім. ж. р.;841;17
833;Франція;ім. ж. р.;840;17
834;здійснювати;дієсл.;839;17
835;сім'я;ім. ж. р.;839;17
836;половина;ім. ж. р.;836;17
837;найбільш;прислівн.;831;17
838;доля;ім. ж. р.;830;17
839;художник;ім. ч. р.;828;17
840;цілий;прикметник;826;17
841;відкритий;прикметник;824;17
842;здатний;прикметник;822;17
843;Юрій;ім. ч. р.;821;17
844;армія;ім. ж. р.;816;17
845;ну;част.;813;17
846;прийняти;дієсл.;813;17
847;стратегічний;прикметник;812;17
848;зрозуміло;прислівн.;811;17
849;впливати;дієсл.;807;17
850;спочатку;прислівн.;807;17
851;тим;прислівн.;805;18
852;аналіз;ім. ч. р.;804;18
853;попри;прийм.;804;18
854;сподіватися;дієсл.;803;18
855;сильний;прикметник;799;18
856;шукати;дієсл.;798;18
857;широкий;прикметник;797;18
858;батьківщина;ім. ж. р.;796;18
859;вихід;ім. ч. р.;793;18
860;ані;сполучн.;790;18
861;дозволити;дієсл.;786;18
862;згодом;прислівн.;786;18
863;приймати;дієсл.;786;18
864;розмір;ім. ч. р.;786;18
865;досі;прислівн.;785;18
866;явище;ім. с. р.;782;18
867;розповідати;дієсл.;781;18
868;площа;ім. ж. р.;780;18
869;тривати;дієсл.;780;18
870;інвестиція;ім. ж. р.;779;18
871;найкращий;прикметник;778;18
872;продукт;ім. ч. р.;778;18
873;огляд;ім. ч. р.;777;18
874;розглядати;дієсл.;777;18
875;текст;ім. ч. р.;777;18
876;постанова;ім. ж. р.;776;18
877;зона;ім. ж. р.;775;18
878;читати;дієсл.;775;18
879;година;ім. ж. р.;774;18
880;допомогти;дієсл.;774;18
881;забезпечувати;дієсл.;773;18
882;надто;прислівн.;772;18
883;плата;ім. ж. р.;772;18
884;чітко;прислівн.;772;18
885;професор;ім. ч. р.;770;18
886;товар;ім. ч. р.;770;18
887;ділянка;ім. ж. р.;769;18
888;запропонувати;дієсл.;769;18
889;мабуть;част.;769;18
890;розуміння;ім. с. р.;769;18
892;Може;част.;768;18
891;доводити;дієсл.;768;18
893;ставлення;ім. с. р.;768;18
894;вірити;дієсл.;767;18
896;намір;ім. ч. р.;766;18
897;покоління;ім. с. р.;766;18
895;інший;займ.-ім.;766;18
898;по-перше;прислівн.;764;18
899;причому;сполучн.;763;18
900;добре;прислівн.;761;18
901;шляхом;прийм.;761;19
902;ядерний;прикметник;761;19
903;майдан;ім. ч. р.;760;19
904;вибороти;ім. множ.;758;19
905;природа;ім. ж. р.;758;19
906;видати;дієсл.;757;19
907;хоч;част.;757;19
908;категорія;ім. ж. р.;756;19
909;менш;прислівн.;755;19
910;обставина;ім. ж. р.;754;19
911;воля;ім. ж. р.;746;19
912;повернутися;дієсл.;746;19
913;обов'язок;ім. ч. р.;745;19
914;дохід;ім. ч. р.;744;19
915;тенденція;ім. ж. р.;743;19
916;Ната;ім. ж. р.;740;19
917;кредит;ім. ч. р.;739;19
918;німецький;прикметник;738;19
919;правити;дієсл.;738;19
920;герой;ім. ч. р.;737;19
921;звернутися;дієсл.;737;19
922;зарплата;ім. ж. р.;736;19
923;міліція;ім. ж. р.;736;19
924;скільки;прислівн.;736;19
925;любити;дієсл.;735;19
926;польський;прикметник;735;19
927;дорога;ім. ж. р.;734;19
928;зусилля;ім. с. р.;734;19
929;рідний;прикметник;734;19
930;ціль;ім. ж. р.;733;19
931;замість;прийм.;731;19
932;мільярд;ім. ч. р.;731;19
933;регулювання;ім. с. р.;731;19
934;творчий;прикметник;730;19
935;додатковий;прикметник;729;19
936;дитячий;прикметник;727;19
938;неможливо;прислівн.;727;19
939;ознака;ім. ж. р.;727;19
937;інвестор;ім. ч. р.;727;19
940;найближчий;прикметник;726;19
941;треба;ім. ж. р.;726;19
942;Андрій;ім. ч. р.;722;19
944;Китай;ім. ч. р.;722;19
943;елемент;ім. ч. р.;722;19
945;переговори;ім. множ.;722;19
946;гарантія;ім. ж. р.;721;19
947;визначити;дієсл.;720;19
948;партійний;прикметник;720;19
949;трудовий;прикметник;720;19
950;с;;719;19
951;призвести;дієсл.;718;20
952;батько;ім. ч. р.;716;20
953;Інакше;прислівн.;715;20
954;партнер;ім. ч. р.;714;20
955;засада;ім. ж. р.;713;20
956;капітал;ім. ч. р.;712;20
957;аж;част.;711;20
958;конкурс;ім. ч. р.;710;20
959;людський;прикметник;708;20
960;фізичний;прикметник;708;20
961;дозволяти;дієсл.;707;20
962;переважно;прислівн.;707;20
963;сенс;ім. ч. р.;707;20
964;платити;дієсл.;706;20
965;особливість;ім. ж. р.;705;20
966;котра;займ.-ім.;704;20
967;збільшення;ім. с. р.;702;20
968;входити;дієсл.;701;20
969;генеральний;прикметник;701;20
970;письменник;ім. ч. р.;701;20
971;Мало;прислівн.;699;20
972;тонна;ім. ж. р.;699;20
973;складний;прикметник;698;20
974;абсолютно;прислівн.;697;20
975;потрапити;дієсл.;697;20
976;вересень;ім. ч. р.;696;20
977;розповісти;дієсл.;696;20
978;клас;ім. ч. р.;694;20
979;нарешті;прислівн.;694;20
980;черговий;прикметник;693;20
981;березень;ім. ч. р.;691;20
982;здійснюватися;дієсл.;691;20
983;твір;ім. ч. р.;691;20
984;хотітися;дієсл.;691;20
985;публічний;прикметник;690;20
986;трохи;прислівн.;687;20
987;біля;прийм.;686;20
988;розмова;ім. ж. р.;686;20
989;торгівля;ім. ж. р.;686;20
990;належний;прикметник;684;20
991;газета;ім. ж. р.;683;20
992;матеріальний;прикметник;683;20
993;інтеграція;ім. ж. р.;680;20
994;пошук;ім. ч. р.;679;20
995;частка;ім. ж. р.;679;20
997;Роман;ім. ч. р.;678;20
996;родина;ім. ж. р.;678;20
998;деякі;займ.-ім.;677;20
1000;надати;дієсл.;677;20
1001;операція;ім. ж. р.;677;21
999;інструмент;ім. ч. р.;677;20
1002;проходити;дієсл.;676;21
1003;перевага;ім. ж. р.;675;21
1004;доступ;ім. ч. р.;674;21
1005;фракція;ім. ж. р.;673;21
1006;глобальний;прикметник;671;21
1007;навпаки;прислівн.;670;21
1008;створений;прикметник;670;21
1009;котрий;займ.-ім.;668;21
1010;лікар;ім. ч. р.;668;21
1011;друг;ім. ч. р.;667;21
1012;шанс;ім. ч. р.;667;21
1013;Крим;ім. ч. р.;666;21
1014;важливо;прислівн.;665;21
1016;Михайло;ім. ч. р.;664;21
1015;кафедра;ім. ж. р.;664;21
1017;живий;прикметник;663;21
1018;територіальний;прикметник;663;21
1019;рейтинг;ім. ч. р.;662;21
1020;асоціація;ім. ж. р.;661;21
1021;енергетичний;прикметник;661;21
1022;колись;прислівн.;660;21
1023;по-друге;прислівн.;660;21
1024;написати;дієсл.;659;21
1025;лист;ім. ч. р.;658;21
1026;прибуток;ім. ч. р.;657;21
1027;схема;ім. ж. р.;657;21
1028;протест;ім. ч. р.;656;21
1029;хіба;част.;656;21
1030;Євросоюз;ім. ч. р.;655;21
1031;десять;числ.;654;21
1032;та;займ.-прикм.;653;21
1033;допомагати;дієсл.;649;21
1035;потенціал;ім. ч. р.;649;21
1034;іти;дієсл.;649;21
1036;повністю;прислівн.;648;21
1037;негативний;прикметник;646;21
1038;ефективність;ім. ж. р.;645;21
1039;повідомити;дієсл.;645;21
1040;ставитися;дієсл.;645;21
1041;булий;прикметник;643;21
1042;колега;ім. ч. р.;643;21
1043;втрата;ім. ж. р.;641;21
1044;набагато;прислівн.;641;21
1045;реформування;ім. с. р.;640;21
1046;предмет;ім. ч. р.;639;21
1047;газовий;прикметник;637;21
1048;чіткий;прикметник;637;21
1049;втім;сполучн.;636;21
1050;активно;прислівн.;635;21
1051;зір;ім. ч. р.;635;22
1052;тиск;ім. ч. р.;635;22
1053;швидко;прислівн.;635;22
1054;змі;;633;22
1055;пріоритет;ім. ч. р.;633;22
1056;згадати;дієсл.;632;22
1057;чорний;прикметник;632;22
1058;принаймні;прислівн.;627;22
1059;втратити;дієсл.;626;22
1060;довіра;ім. ж. р.;626;22
1061;наскільки;прислівн.;625;22
1062;зброя;ім. ж. р.;624;22
1063;прямий;прикметник;624;22
1064;видання;ім. с. р.;623;22
1065;вирішувати;дієсл.;623;22
1066;схід;ім. ч. р.;623;22
1068;Інтернет;ім. ч. р.;621;22
1067;декілька;числ.;621;22
1069;сектор;ім. ч. р.;620;22
1070;передусім;прислівн.;619;22
1071;звернення;ім. с. р.;618;22
1072;квітень;ім. ч. р.;618;22
1073;контекст;ім. ч. р.;618;22
1074;еліта;ім. ж. р.;617;22
1075;зазначений;прикметник;617;22
